Gene.stable.ID,Gene.name
ENSMUSG00000097993,PTPRV
ENSMUSG00000058886,DEAF1
ENSMUSG00000111699,C230099D08RIK
ENSMUSG00000113198,GM6988
ENSMUSG00000113512,GM9063
ENSMUSG00000047030,SPATA2
ENSMUSG00000062278,GM11562
ENSMUSG00000100595,GM19087
ENSMUSG00000035765,DYM
ENSMUSG00000082544,GM11667
ENSMUSG00000114183,GM47195
ENSMUSG00000040666,SH3BGR
ENSMUSG00000041936,AGRN
ENSMUSG00000117651,GM6452
ENSMUSG00000086584,GM12002
ENSMUSG00000117443,GM50046
ENSMUSG00000037204,ATG101
ENSMUSG00000075095,OLFR1229
ENSMUSG00000117581,GM17948
ENSMUSG00000113635,GM48816
ENSMUSG00000104317,GM37908
ENSMUSG00000063615,OLFR64
ENSMUSG00000006418,RNF114
ENSMUSG00000114037,GM48817
ENSMUSG00000111049,GM34184
ENSMUSG00000024151,MSH2
ENSMUSG00000097426,GM8941
ENSMUSG00000114171,GM18313
ENSMUSG00000111524,GM34113
ENSMUSG00000102095,C730036E19RIK
ENSMUSG00000093626,LY6L
ENSMUSG00000110259,OLFR65
ENSMUSG00000116365,GM34531
ENSMUSG00000097988,GM10535
ENSMUSG00000114212,GM47985
ENSMUSG00000061195,OLFR1289
ENSMUSG00000116222,GM34593
ENSMUSG00000116155,GM34646
ENSMUSG00000054871,TMEM158
ENSMUSG00000113192,GM18032
ENSMUSG00000075408,SMIM41
ENSMUSG00000081453,GM6767
ENSMUSG00000042219,OLFR631
ENSMUSG00000113299,GM35618
ENSMUSG00000041886,MACC1
ENSMUSG00000114943,GM8947
ENSMUSG00000116855,GM49608
ENSMUSG00000111371,GM47162
ENSMUSG00000111062,GM47253
ENSMUSG00000114694,GM47995
ENSMUSG00000058492,SCP2-PS2
ENSMUSG00000027341,TMEM230
ENSMUSG00000109837,GM45655
ENSMUSG00000114582,3110040M04RIK
ENSMUSG00000019467,ARHGEF25
ENSMUSG00000073938,OLFR632
ENSMUSG00000114591,GM47996
ENSMUSG00000082561,GM15580
ENSMUSG00000111616,GM18487
ENSMUSG00000116395,GM49499
ENSMUSG00000010755,CARS
ENSMUSG00000095809,OLFR1290
ENSMUSG00000099927,GM8226
ENSMUSG00000054619,METTL7A1
ENSMUSG00000082687,GM11474
ENSMUSG00000073937,OLFR633
ENSMUSG00000111875,GM5425
ENSMUSG00000111245,GM39388
ENSMUSG00000116725,GM29686
ENSMUSG00000042821,SNAI1
ENSMUSG00000027474,CCM2L
ENSMUSG00000092188,GM20471
ENSMUSG00000080751,OLFR634-PS1
ENSMUSG00000103195,GM37644
ENSMUSG00000111770,GM48811
ENSMUSG00000026586,PRRX1
ENSMUSG00000024298,ZFP871
ENSMUSG00000023980,TAF8
ENSMUSG00000041255,TMCO5B
ENSMUSG00000050138,KCNK12
ENSMUSG00000117466,GM50039
ENSMUSG00000117455,GM50040
ENSMUSG00000108891,OLFR1291-PS1
ENSMUSG00000117522,GM50041
ENSMUSG00000094074,OLFR1292-PS1
ENSMUSG00000026153,FAM135A
ENSMUSG00000094153,GM8807
ENSMUSG00000023150,IVNS1ABP
ENSMUSG00000010362,RDM1
ENSMUSG00000100786,GM28940
ENSMUSG00000104493,GM19552
ENSMUSG00000108908,OLFR1293-PS
ENSMUSG00000026142,RHBDD1
ENSMUSG00000090213,TMEM189
ENSMUSG00000109287,GM44713
ENSMUSG00000002064,SDF2
ENSMUSG00000020032,NUAK1
ENSMUSG00000056501,CEBPB
ENSMUSG00000117253,GM49930
ENSMUSG00000117312,GM49931
ENSMUSG00000117296,GM20742
ENSMUSG00000091968,GM17115
ENSMUSG00000117246,GM17891
ENSMUSG00000002052,SUPT6
ENSMUSG00000081511,GM11475
ENSMUSG00000117220,GM49932
ENSMUSG00000034917,TJP3
ENSMUSG00000005371,FBXO11
ENSMUSG00000109547,OLFR1294
ENSMUSG00000078923,UBE2V1
ENSMUSG00000117010,GM49933
ENSMUSG00000111583,GM47962
ENSMUSG00000073400,TRIM10
ENSMUSG00000102295,IGHV1-57
ENSMUSG00000117350,GM49975
ENSMUSG00000034936,ARL4D
ENSMUSG00000117621,HSPE1-RS1
ENSMUSG00000103168,GM30948
ENSMUSG00000042705,COMMD10
ENSMUSG00000104452,IGHV8-8
ENSMUSG00000055202,ZFP811
ENSMUSG00000118510,AC131980.1
ENSMUSG00000051295,9630028B13RIK
ENSMUSG00000092085,GM17224
ENSMUSG00000007122,CASQ1
ENSMUSG00000114186,GM48681
ENSMUSG00000113091,GM9279
ENSMUSG00000097615,GM2061
ENSMUSG00000108919,OLFR1295
ENSMUSG00000114137,GM48685
ENSMUSG00000026614,SLC30A10
ENSMUSG00000112946,GM9280
ENSMUSG00000089739,GM20431
ENSMUSG00000020033,4930463O16RIK
ENSMUSG00000085596,GM11476
ENSMUSG00000073399,TRIM40
ENSMUSG00000085914,GM14320
ENSMUSG00000092399,4930556N13RIK
ENSMUSG00000096690,OLFR1296-PS1
ENSMUSG00000111487,1700092E16RIK
ENSMUSG00000111478,GM18251
ENSMUSG00000018428,AKAP1
ENSMUSG00000027342,PCNA
ENSMUSG00000113460,GM48686
ENSMUSG00000095253,ZFP799
ENSMUSG00000002289,ANGPTL4
ENSMUSG00000003283,HCK
ENSMUSG00000004931,APBA3
ENSMUSG00000040124,GORAB
ENSMUSG00000097030,GM26693
ENSMUSG00000094858,OLFR1297
ENSMUSG00000111514,E230014E18RIK
ENSMUSG00000074892,B3GALT5
ENSMUSG00000117377,GM8468
ENSMUSG00000020777,ACOX1
ENSMUSG00000058063,TRIM31
ENSMUSG00000102047,2010010A06RIK
ENSMUSG00000101869,GM29500
ENSMUSG00000092239,1700031A10RIK
ENSMUSG00000102117,RPSA-PS1
ENSMUSG00000092569,GM20544
ENSMUSG00000005370,MSH6
ENSMUSG00000020121,SRGAP1
ENSMUSG00000009292,TRPM2
ENSMUSG00000075094,OLFR1230
ENSMUSG00000041757,PLEKHA6
ENSMUSG00000022781,PAK2
ENSMUSG00000095889,IGHV1-58
ENSMUSG00000034533,SCN10A
ENSMUSG00000050700,EMILIN3
ENSMUSG00000095197,IGHV1-59
ENSMUSG00000089881,GM16280
ENSMUSG00000087147,GM14228
ENSMUSG00000089666,GM16269
ENSMUSG00000089959,GM16268
ENSMUSG00000104320,IGHV1-60
ENSMUSG00000035459,STAB2
ENSMUSG00000112596,GM48804
ENSMUSG00000081894,GM14212
ENSMUSG00000075093,OLFR1231
ENSMUSG00000087377,AV099323
ENSMUSG00000112486,GM48659
ENSMUSG00000027365,TRPM7
ENSMUSG00000100844,1810007C17RIK
ENSMUSG00000112079,GM19599
ENSMUSG00000098180,GM5430
ENSMUSG00000112605,GM7476
ENSMUSG00000007107,ATP1A4
ENSMUSG00000056055,SAG
ENSMUSG00000024592,C330018D20RIK
ENSMUSG00000027202,SLC12A1
ENSMUSG00000090708,GM17196
ENSMUSG00000100954,GM10138
ENSMUSG00000075225,CCDC162
ENSMUSG00000099879,GM29123
ENSMUSG00000085811,CEP112IT
ENSMUSG00000103617,GM37950
ENSMUSG00000023345,POC1A
ENSMUSG00000020728,CEP112
ENSMUSG00000051065,MB21D2
ENSMUSG00000117517,GM50085
ENSMUSG00000025127,GCGR
ENSMUSG00000116861,GM8253
ENSMUSG00000022867,USP25
ENSMUSG00000024173,TPSAB1
ENSMUSG00000020778,TEN1
ENSMUSG00000118050,GM18739
ENSMUSG00000118177,GM19486
ENSMUSG00000063251,KRTAP4-1
ENSMUSG00000044649,KRTAP4-2
ENSMUSG00000006462,A530013C23RIK
ENSMUSG00000021055,ESR2
ENSMUSG00000084797,GM14321
ENSMUSG00000027384,NDUFAF5
ENSMUSG00000075092,OLFR1232
ENSMUSG00000025515,MUC2
ENSMUSG00000087624,9230111E07RIK
ENSMUSG00000020882,CACNB1
ENSMUSG00000087684,1200007C13RIK
ENSMUSG00000085411,GM14319
ENSMUSG00000091370,5730435O14RIK
ENSMUSG00000026341,ACTR3
ENSMUSG00000084983,GM11789
ENSMUSG00000111376,GM47099
ENSMUSG00000075091,OLFR1233
ENSMUSG00000092300,CDK3
ENSMUSG00000094520,OLFR635
ENSMUSG00000082281,GM4886
ENSMUSG00000061111,MCRIP1
ENSMUSG00000040963,ASGR2
ENSMUSG00000045109,KRTAP4-7
ENSMUSG00000078130,GM11555
ENSMUSG00000025129,PPP1R27
ENSMUSG00000022429,DMC1
ENSMUSG00000027540,PTPN1
ENSMUSG00000089775,GM16270
ENSMUSG00000089656,GM16271
ENSMUSG00000035580,KCNH8
ENSMUSG00000025130,P4HB
ENSMUSG00000031506,PTPN7
ENSMUSG00000047284,NEURL4
ENSMUSG00000101693,GM19461
ENSMUSG00000027291,VPS39
ENSMUSG00000069718,GM11563
ENSMUSG00000082020,GM14182
ENSMUSG00000046580,GM7862
ENSMUSG00000075566,KRTAP4-6
ENSMUSG00000075090,OLFR1234
ENSMUSG00000109487,OLFR1298
ENSMUSG00000082900,GM11557
ENSMUSG00000087342,GM12238
ENSMUSG00000082344,4930415H17RIK
ENSMUSG00000018583,G3BP1
ENSMUSG00000078276,GM14190
ENSMUSG00000084295,OLFR1235-PS1
ENSMUSG00000118602,AL590997.1
ENSMUSG00000046841,CKAP4
ENSMUSG00000111517,OLFR1238
ENSMUSG00000097076,PLATR7
ENSMUSG00000111302,AL929555.1
ENSMUSG00000036273,LRRK2
ENSMUSG00000099724,4930554C24RIK
ENSMUSG00000117609,GM50007
ENSMUSG00000108701,GM44616
ENSMUSG00000111500,GM48820
ENSMUSG00000098219,GM7481
ENSMUSG00000030452,NIPA2
ENSMUSG00000055621,OLFR636-PS1
ENSMUSG00000112353,GM40418
ENSMUSG00000109071,GM44840
ENSMUSG00000034282,EVPL
ENSMUSG00000109389,OLFR1300-PS1
ENSMUSG00000082091,GM13922
ENSMUSG00000109219,OLFR1299
ENSMUSG00000117347,GM18272
ENSMUSG00000002688,PRKD1
ENSMUSG00000025132,ARHGDIA
ENSMUSG00000117373,GM18273
ENSMUSG00000092602,4931413I07RIK
ENSMUSG00000102185,5033404E19RIK
ENSMUSG00000117468,GM7059
ENSMUSG00000117654,GM50050
ENSMUSG00000058057,METTL7A3
ENSMUSG00000103799,GM38093
ENSMUSG00000102546,GM9722
ENSMUSG00000086411,GM14236
ENSMUSG00000074577,RIPOR3
ENSMUSG00000020034,TCP11L2
ENSMUSG00000039246,LYPLAL1
ENSMUSG00000103163,GM38146
ENSMUSG00000025880,SMAD7
ENSMUSG00000019699,AKT3
ENSMUSG00000102881,GM3807
ENSMUSG00000106208,GM4734
ENSMUSG00000105230,GM42433
ENSMUSG00000105962,GM42432
ENSMUSG00000092526,GM17907
ENSMUSG00000103056,GM38268
ENSMUSG00000025134,ALYREF
ENSMUSG00000032479,MAP4
ENSMUSG00000102790,GM37272
ENSMUSG00000103449,GM37134
ENSMUSG00000041329,ATP1B2
ENSMUSG00000084134,GM13930
ENSMUSG00000102217,GM37491
ENSMUSG00000057149,OLFR1301
ENSMUSG00000020780,SRP68
ENSMUSG00000117601,GM50051
ENSMUSG00000016349,EEF1A2
ENSMUSG00000095325,ZFP870
ENSMUSG00000034931,DHX8
ENSMUSG00000097712,GM10532
ENSMUSG00000021101,4930408O17RIK
ENSMUSG00000052928,CTIF
ENSMUSG00000087082,GM15423
ENSMUSG00000103367,GM38158
ENSMUSG00000021097,CLMN
ENSMUSG00000103584,GM38053
ENSMUSG00000102133,GM37106
ENSMUSG00000102475,GM37246
ENSMUSG00000025505,TMEM80
ENSMUSG00000108423,GM44856
ENSMUSG00000103251,GM37519
ENSMUSG00000103646,GM37706
ENSMUSG00000025135,ANAPC11
ENSMUSG00000102427,GM37463
ENSMUSG00000102063,GM28706
ENSMUSG00000102211,GM37490
ENSMUSG00000102749,GM37598
ENSMUSG00000030695,ALDOA
ENSMUSG00000097309,GM17249
ENSMUSG00000118164,GM20570
ENSMUSG00000035112,WNK4
ENSMUSG00000097302,1700034B16RIK
ENSMUSG00000026504,SDCCAG8
ENSMUSG00000034453,POLR3B
ENSMUSG00000106415,GM42893
ENSMUSG00000027961,LRRC39
ENSMUSG00000017404,RPL19
ENSMUSG00000044646,ZBTB7C
ENSMUSG00000044034,NPB
ENSMUSG00000117797,2900057B20RIK
ENSMUSG00000106025,GM42940
ENSMUSG00000118311,1700003O11RIK
ENSMUSG00000044641,PARD6B
ENSMUSG00000029716,TFR2
ENSMUSG00000027959,SASS6
ENSMUSG00000016344,PPDPF
ENSMUSG00000086716,GM11629
ENSMUSG00000112184,GM48826
ENSMUSG00000085267,GM14235
ENSMUSG00000085083,GM11615
ENSMUSG00000111973,GM48827
ENSMUSG00000118526,AL831766.1
ENSMUSG00000112815,GM48828
ENSMUSG00000087648,E130018N17RIK
ENSMUSG00000086761,CEP112OS1
ENSMUSG00000103690,A730004F24RIK
ENSMUSG00000020793,GALR2
ENSMUSG00000081016,OLFR1397-PS1
ENSMUSG00000083723,RPL23A-PS14
ENSMUSG00000004730,ADGRE1
ENSMUSG00000037949,ANO10
ENSMUSG00000098707,GM27236
ENSMUSG00000078517,EMC1
ENSMUSG00000048004,TMEM196
ENSMUSG00000052105,MTCL1
ENSMUSG00000057133,CHD6
ENSMUSG00000038751,PTK6
ENSMUSG00000000157,ITGB2L
ENSMUSG00000104391,GM37960
ENSMUSG00000033439,TRMT13
ENSMUSG00000118634,AL590997.3
ENSMUSG00000118639,AL590997.4
ENSMUSG00000083581,GM14186
ENSMUSG00000078270,GM14193
ENSMUSG00000078269,GM14180
ENSMUSG00000118609,AL590997.2
ENSMUSG00000078263,GM14188
ENSMUSG00000089724,KRTAP4-8
ENSMUSG00000078668,GM11595
ENSMUSG00000025137,PCYT2
ENSMUSG00000118502,AL645861.1
ENSMUSG00000117244,GM9210
ENSMUSG00000078262,KRTAP4-9
ENSMUSG00000020792,EXOC7
ENSMUSG00000117194,GM49913
ENSMUSG00000058966,FAM57B
ENSMUSG00000078261,GM11596
ENSMUSG00000117089,GM49914
ENSMUSG00000027457,SNPH
ENSMUSG00000020865,ABCC3
ENSMUSG00000078260,GM11569
ENSMUSG00000117248,GM29770
ENSMUSG00000000159,IGSF5
ENSMUSG00000078259,GM11554
ENSMUSG00000117241,GM9214
ENSMUSG00000058869,GM4832
ENSMUSG00000048294,KRTAP4-13
ENSMUSG00000026426,ARL8A
ENSMUSG00000097676,GM26612
ENSMUSG00000117369,GM31499
ENSMUSG00000078258,GM11564
ENSMUSG00000109780,GM45447
ENSMUSG00000117351,GM31615
ENSMUSG00000117497,1700116H05RIK
ENSMUSG00000067158,COL4A4
ENSMUSG00000028729,EBNA1BP2
ENSMUSG00000021012,ZC3H14
ENSMUSG00000078257,2300003K06RIK
ENSMUSG00000085469,GM14242
ENSMUSG00000082531,GM11556
ENSMUSG00000067745,GM14243
ENSMUSG00000081099,GM5270
ENSMUSG00000085311,GM15445
ENSMUSG00000081151,GM11448
ENSMUSG00000087031,GM14241
ENSMUSG00000083374,GM11449
ENSMUSG00000074764,SEL1L2
ENSMUSG00000093789,METHIG1
ENSMUSG00000027579,SRMS
ENSMUSG00000060419,RPS16-PS2
ENSMUSG00000034998,FOXN2
ENSMUSG00000044017,ADGRD1
ENSMUSG00000056487,METTL7A2
ENSMUSG00000093550,HIGD1C
ENSMUSG00000083993,GM14398
ENSMUSG00000117039,GM32358
ENSMUSG00000100943,GM29229
ENSMUSG00000090223,PCP4
ENSMUSG00000047841,FNDC11
ENSMUSG00000117081,GM49948
ENSMUSG00000033825,TPSB2
ENSMUSG00000041658,RRAGB
ENSMUSG00000046474,KRTAP4-16
ENSMUSG00000026424,GPR37L1
ENSMUSG00000005202,SHBG
ENSMUSG00000103075,GM38109
ENSMUSG00000034620,RXYLT1
ENSMUSG00000034709,PPP1R21
ENSMUSG00000023931,EFHB
ENSMUSG00000079139,GM4204
ENSMUSG00000022525,PLAAT1
ENSMUSG00000027580,HELZ2
ENSMUSG00000021056,TEX21
ENSMUSG00000069717,GM11568
ENSMUSG00000029234,TMEM165
ENSMUSG00000066036,UBR4
ENSMUSG00000090225,GM11559
ENSMUSG00000070335,KRTAP9-1
ENSMUSG00000058793,CDS2
ENSMUSG00000041926,RNPEP
ENSMUSG00000117111,TPT1-PS7
ENSMUSG00000000374,TRAPPC10
ENSMUSG00000083152,APC-PS1
ENSMUSG00000059845,GM11567
ENSMUSG00000082993,GM11566
ENSMUSG00000044560,OLFR1302
ENSMUSG00000070334,KRTAP31-1
ENSMUSG00000093686,GM4705
ENSMUSG00000042279,H1F8
ENSMUSG00000040113,METTL11B
ENSMUSG00000000142,AXIN2
ENSMUSG00000078256,GM11565
ENSMUSG00000041669,PRIMA1
ENSMUSG00000086416,GM14002
ENSMUSG00000089700,GM2343
ENSMUSG00000112138,GM47526
ENSMUSG00000112784,GM34868
ENSMUSG00000094087,IGHV1-61
ENSMUSG00000017831,RAB5A
ENSMUSG00000021048,MTHFD1
ENSMUSG00000036492,RNF39
ENSMUSG00000100393,GM29491
ENSMUSG00000112154,GM48777
ENSMUSG00000039239,TGFB2
ENSMUSG00000112372,GM48779
ENSMUSG00000044957,PP2D1
ENSMUSG00000117128,GM49915
ENSMUSG00000035086,BECN1
ENSMUSG00000053716,DUSP7
ENSMUSG00000003051,ELF3
ENSMUSG00000082733,GM15153
ENSMUSG00000037974,MUC5AC
ENSMUSG00000093804,OLFR1303
ENSMUSG00000086268,GM11670
ENSMUSG00000109423,OLFR1304-PS1
ENSMUSG00000086688,GM11560
ENSMUSG00000083059,OLFR268-PS1
ENSMUSG00000051481,KRTAP31-2
ENSMUSG00000112685,GM40421
ENSMUSG00000025138,SIRT7
ENSMUSG00000078255,KRTAP9-5
ENSMUSG00000074955,OLFR1305
ENSMUSG00000062181,CES3B
ENSMUSG00000053508,GTSF2
ENSMUSG00000082798,GM11561
ENSMUSG00000117567,GM50056
ENSMUSG00000081547,GM11553
ENSMUSG00000117398,GM9406
ENSMUSG00000078254,KRTAP29-1
ENSMUSG00000033855,STON1
ENSMUSG00000112822,A130012E19RIK
ENSMUSG00000034163,ZFC3H1
ENSMUSG00000096753,FAM181A
ENSMUSG00000097680,GM26642
ENSMUSG00000000263,GLRA1
ENSMUSG00000100789,GM29508
ENSMUSG00000096566,OLFR1306
ENSMUSG00000112274,GM47525
ENSMUSG00000068040,TM9SF4
ENSMUSG00000025417,PIP4K2C
ENSMUSG00000081392,GM11668
ENSMUSG00000069835,SAT2
ENSMUSG00000078605,E030025P04RIK
ENSMUSG00000081524,GM11658
ENSMUSG00000040415,DTX3
ENSMUSG00000038034,IGSF8
ENSMUSG00000105856,GM43732
ENSMUSG00000024154,GTF2A1L
ENSMUSG00000086828,GM15579
ENSMUSG00000103421,GOLT1A
ENSMUSG00000075088,OLFR1239
ENSMUSG00000033200,TPSG1
ENSMUSG00000042099,KANK3
ENSMUSG00000097331,F420014N23RIK
ENSMUSG00000081515,GM12311
ENSMUSG00000078253,KRTAP16-1
ENSMUSG00000082591,GM11558
ENSMUSG00000078919,DPM1
ENSMUSG00000098306,GM28040
ENSMUSG00000111174,OLFR1240
ENSMUSG00000078252,KRTAP17-1
ENSMUSG00000050705,2310061I04RIK
ENSMUSG00000025504,EPS8L2
ENSMUSG00000078653,CNTD1
ENSMUSG00000051510,MAFG
ENSMUSG00000024112,CACNA1H
ENSMUSG00000035592,KRT33A
ENSMUSG00000036398,PPP1R11
ENSMUSG00000085292,GM12853
ENSMUSG00000084919,PTPRTOS
ENSMUSG00000081069,GM13928
ENSMUSG00000017188,COA3
ENSMUSG00000053141,PTPRT
ENSMUSG00000117003,GM49937
ENSMUSG00000007097,ATP1A2
ENSMUSG00000057723,KRT33B
ENSMUSG00000041649,KLF8
ENSMUSG00000083363,GM12237
ENSMUSG00000094747,OLFR1307
ENSMUSG00000086460,GM12236
ENSMUSG00000045362,TNFRSF26
ENSMUSG00000023460,RAB12
ENSMUSG00000074952,OLFR1308
ENSMUSG00000111986,1700008C04RIK
ENSMUSG00000084998,GM16279
ENSMUSG00000026585,KIFAP3
ENSMUSG00000117235,GM49938
ENSMUSG00000090655,VMN2R120
ENSMUSG00000109251,E230032D23RIK
ENSMUSG00000102619,GM37849
ENSMUSG00000038705,GMEB2
ENSMUSG00000037613,TNFRSF23
ENSMUSG00000024426,ATAT1
ENSMUSG00000067288,RPS28
ENSMUSG00000024105,THEMIS3
ENSMUSG00000086844,B230206H07RIK
ENSMUSG00000113852,GM48062
ENSMUSG00000113196,D230049E03RIK
ENSMUSG00000001305,RRP15
ENSMUSG00000083083,GM15382
ENSMUSG00000083485,GM12308
ENSMUSG00000093752,GM20716
ENSMUSG00000051166,EML5
ENSMUSG00000083300,GM12309
ENSMUSG00000010751,TNFRSF22
ENSMUSG00000051149,ADNP
ENSMUSG00000117186,GM46576
ENSMUSG00000086450,MACROD2OS1
ENSMUSG00000074671,TSPYL3
ENSMUSG00000103379,GM37177
ENSMUSG00000057649,BRD9
ENSMUSG00000037221,MOSPD3
ENSMUSG00000074763,MACROD2OS2
ENSMUSG00000081731,CALR-PS
ENSMUSG00000117223,GM49842
ENSMUSG00000097784,A430105J06RIK
ENSMUSG00000117082,GM18139
ENSMUSG00000103503,1700023G09RIK
ENSMUSG00000068205,MACROD2
ENSMUSG00000097935,GM3809
ENSMUSG00000074576,MOCS3
ENSMUSG00000075086,OLFR1241
ENSMUSG00000104312,GM37912
ENSMUSG00000023022,LIMA1
ENSMUSG00000103018,GM17968
ENSMUSG00000039224,D1PAS1
ENSMUSG00000083342,GM14237
ENSMUSG00000026511,SRP9
ENSMUSG00000074575,KCNG1
ENSMUSG00000075085,OLFR1242
ENSMUSG00000086935,GM15956
ENSMUSG00000051413,PLAGL2
ENSMUSG00000111952,GM4489
ENSMUSG00000024413,NPC1
ENSMUSG00000098138,GM9081
ENSMUSG00000102064,GM28625
ENSMUSG00000086783,GM14262
ENSMUSG00000117022,GM17920
ENSMUSG00000084033,GM7645
ENSMUSG00000112305,GM48875
ENSMUSG00000082239,GM14234
ENSMUSG00000091013,VMN1R1
ENSMUSG00000104424,GM19058
ENSMUSG00000116114,GM35853
ENSMUSG00000112873,GM48877
ENSMUSG00000029522,PLA2G1B
ENSMUSG00000116733,6330408M09RIK
ENSMUSG00000020123,AVPR1A
ENSMUSG00000112433,GM30122
ENSMUSG00000116540,GM49624
ENSMUSG00000025140,PYCR1
ENSMUSG00000112774,GM36041
ENSMUSG00000112300,GM47976
ENSMUSG00000112794,GM48878
ENSMUSG00000037185,KRT80
ENSMUSG00000087106,GM13964
ENSMUSG00000074704,RAD21L
ENSMUSG00000025373,RNF41
ENSMUSG00000085448,GM13963
ENSMUSG00000027544,NFATC2
ENSMUSG00000024593,MEGF10
ENSMUSG00000044042,FMN1
ENSMUSG00000110783,GM48821
ENSMUSG00000084236,OLFR637-PS1
ENSMUSG00000036315,ZNRD1
ENSMUSG00000099779,GM8228
ENSMUSG00000113274,GM41002
ENSMUSG00000024410,RMC1
ENSMUSG00000116116,GM671
ENSMUSG00000023039,KRT7
ENSMUSG00000083274,ZCCHC9-PS
ENSMUSG00000113020,GM48063
ENSMUSG00000051379,FLRT3
ENSMUSG00000113341,9430031K09RIK
ENSMUSG00000070738,DGKD
ENSMUSG00000023988,BYSL
ENSMUSG00000113102,A930040O22RIK
ENSMUSG00000027581,STMN3
ENSMUSG00000118294,GM9028
ENSMUSG00000090406,GM17058
ENSMUSG00000118004,BC026513
ENSMUSG00000090500,GM17057
ENSMUSG00000092014,GM4468
ENSMUSG00000082412,FAU-PS1
ENSMUSG00000023021,CERS5
ENSMUSG00000036304,ZDHHC23
ENSMUSG00000036214,ZNRD1AS
ENSMUSG00000020599,RGS9
ENSMUSG00000079465,COL4A3
ENSMUSG00000034165,CCND3
ENSMUSG00000066262,OLFR640
ENSMUSG00000116030,GM49500
ENSMUSG00000049797,OLFR642
ENSMUSG00000066108,MUC5B
ENSMUSG00000082726,GM11424
ENSMUSG00000038048,CNTNAP5C
ENSMUSG00000109824,OLFR643
ENSMUSG00000096517,GM6919
ENSMUSG00000051340,OLFR645
ENSMUSG00000084822,MYADML2OS
ENSMUSG00000000708,KAT2B
ENSMUSG00000053613,NOTUMOS
ENSMUSG00000094063,OLFR638
ENSMUSG00000025141,MYADML2
ENSMUSG00000043698,OLFR62
ENSMUSG00000055643,UBQLN5
ENSMUSG00000027366,SPPL2A
ENSMUSG00000071052,RPL7A-PS5
ENSMUSG00000111857,1190001M18RIK
ENSMUSG00000073931,OLFR646
ENSMUSG00000110502,GM8804
ENSMUSG00000042988,NOTUM
ENSMUSG00000110012,OLFR644
ENSMUSG00000038633,DEGS1
ENSMUSG00000005501,USP40
ENSMUSG00000015476,PRRT1
ENSMUSG00000086521,OLFR1343-PS1
ENSMUSG00000080743,GM7150
ENSMUSG00000066263,OLFR639
ENSMUSG00000097564,C430014B12RIK
ENSMUSG00000043383,OLFR1342
ENSMUSG00000025652,TMEM89
ENSMUSG00000101450,GM28941
ENSMUSG00000090219,4930516K23RIK
ENSMUSG00000050148,UBQLN2
ENSMUSG00000073932,OLFR641
ENSMUSG00000026150,MFF
ENSMUSG00000017724,ETV4
ENSMUSG00000080799,GM15166
ENSMUSG00000036968,CNPY4
ENSMUSG00000101673,GM28070
ENSMUSG00000069793,SLFN9
ENSMUSG00000046790,OLFR1341
ENSMUSG00000111281,GM48830
ENSMUSG00000024436,MRPS18B
ENSMUSG00000112926,GM7172
ENSMUSG00000111822,GM48831
ENSMUSG00000046620,RPS11-PS4
ENSMUSG00000032265,TENT5A
ENSMUSG00000118230,GM50200
ENSMUSG00000118343,GM50201
ENSMUSG00000083534,H2-M6-PS
ENSMUSG00000043485,KRT34
ENSMUSG00000064308,2410137M14RIK
ENSMUSG00000022570,TSTA3
ENSMUSG00000118550,AC135859.1
ENSMUSG00000066441,RDH11
ENSMUSG00000051346,SPRYD4
ENSMUSG00000109528,OLFR1309
ENSMUSG00000044005,GLS2
ENSMUSG00000048981,KRT31
ENSMUSG00000092525,GM20461
ENSMUSG00000020388,PDLIM4
ENSMUSG00000112095,A130077B15RIK
ENSMUSG00000033739,FKBPL
ENSMUSG00000100516,GM29332
ENSMUSG00000087581,GM11571
ENSMUSG00000046095,KRT32
ENSMUSG00000073664,NBEAL1
ENSMUSG00000050558,PROKR2
ENSMUSG00000024292,CYP4F14
ENSMUSG00000090758,GM17178
ENSMUSG00000049285,MBLAC1
ENSMUSG00000118536,AL592545.1
ENSMUSG00000103633,GM38328
ENSMUSG00000117802,GM18929
ENSMUSG00000025142,ASPSCR1
ENSMUSG00000089783,GM454
ENSMUSG00000106338,GM43645
ENSMUSG00000027345,4921508D12RIK
ENSMUSG00000087338,SCPEP1OS
ENSMUSG00000097892,GM26801
ENSMUSG00000000278,SCPEP1
ENSMUSG00000084798,4930533B01RIK
ENSMUSG00000041406,BC055324
ENSMUSG00000108615,GM4973
ENSMUSG00000017400,STAC2
ENSMUSG00000063659,ZBTB18
ENSMUSG00000084391,GM13967
ENSMUSG00000017843,PPP2R5C
ENSMUSG00000087545,GM13966
ENSMUSG00000005087,CD44
ENSMUSG00000100975,GM28875
ENSMUSG00000103591,GM38365
ENSMUSG00000103996,4833421G17RIK
ENSMUSG00000101942,GM19582
ENSMUSG00000102765,IGHV1-62
ENSMUSG00000086250,GM14095
ENSMUSG00000086379,1700026D11RIK
ENSMUSG00000018765,FXR2
ENSMUSG00000102313,IGHV1-62-1
ENSMUSG00000117281,GM49848
ENSMUSG00000118322,2210409D07RIK
ENSMUSG00000060560,CES4A
ENSMUSG00000102332,GM19331
ENSMUSG00000085975,GM13572
ENSMUSG00000086607,4930511M06RIK
ENSMUSG00000084079,GM11631
ENSMUSG00000086603,GM13620
ENSMUSG00000087035,TMEM74BOS
ENSMUSG00000082330,LDHA-PS
