pathway,17-002,17-006,17-019,17-023,17-026,17-027,17-030,17-034,17-040,17-041,17-042,17-043,17-045,17-047,17-054,17-055,17-057,17-058,17-060,17-061
NPancreatic cancer,0.3622756631562727,0.3239054129076895,0.40141677078986304,0.34366465402124674,0.3198234050608161,0.25122227611170334,0.3090537515435618,0.36569130779627684,0.38360476127569265,0.39644209479285597,0.397185343498709,0.4151421646803505,0.3636086457969339,0.36596600458062944,0.4172539733132587,0.41893360230675053,0.4021956498186447,0.2561623645919218,0.30192317511993283,0.3434566447610351
NParathyroid hormone synthesis secretion and action,0.3393803632679412,0.27176027066588104,0.31633225297062456,0.3350758931572158,0.36348847778392473,0.3152292249567362,0.3117568136245537,0.3407516906649305,0.33838658659878446,0.28802375850960565,0.3375185076139427,0.3140633734549644,0.31315075644640455,0.25144368403155287,0.3434938074792533,0.36038342129550777,0.3209590786618313,0.2620218420155104,0.2786262519596384,0.3266511469102351
NParkinson disease,0.4733365818982752,0.5681001809607927,0.49323783411629324,0.5208530262435839,0.5565911669711259,0.49176212346669096,0.4603343977456448,0.5202507866991533,0.4791352356293347,0.4834981390066337,0.4508679119089465,0.471022223269299,0.5247374134033859,0.496447746650321,0.5367209645999294,0.5192926933708204,0.5821586715126784,0.5798491738826487,0.4943241057426681,0.54185552146897
NPathogenic Escherichia coli infection,0.4213075421142441,0.37989115755921204,0.39611575958589645,0.42393488034919724,0.38753059033087733,0.3897881423417799,0.4039803101469557,0.434214770525667,0.46783058878544387,0.3828811030999912,0.44411440254688345,0.371749723853034,0.37243442456824427,0.3683822758145528,0.41800893786365517,0.4915935232102436,0.3584038733012058,0.23738972914916637,0.36861846802169634,0.4683862470548194
NPathways in cancer,0.40332134433069344,0.39810567181324663,0.38065267256114654,0.3623142457422859,0.3757127625551623,0.3301635948107497,0.3612539054866152,0.36956022182761655,0.4173838367942875,0.3844152215332998,0.3751624690839849,0.3870732958074507,0.38663798539577,0.4174914926752567,0.441117511565683,0.3862573148941064,0.4177421728372628,0.35325243288755503,0.3637498236354662,0.40380834006792743
NPathways of neurodegeneration - multiple diseases,0.4072292501666733,0.41243903136285526,0.3912545034627105,0.42339127991368186,0.4211349015981972,0.40364353946185555,0.3887167398886885,0.44523468122983945,0.41150440253791637,0.3980855246441655,0.43261205853657997,0.3937016769731656,0.391102115230743,0.3806164728579043,0.41795096418053207,0.4659816753854672,0.41834393219071164,0.3554960781603483,0.3743814575699166,0.4366524643426549
NPhagosome,0.028961610766305573,0.0007613483917470122,0.017685111284297197,0.035227603134524145,0.009195998301735153,0.024568533960427002,0.009373899105540236,0.04838327654359742,0.015980882663587253,0.0241711275707539,0.06273790964940094,0.09664044934534836,0.014712770307072702,0.002689315288628142,0.023962404828655623,0.08693785779876091,0.015084546005891259,0.0023544798030760493,0.011957901046298751,0.01221723186297217
NPrion disease,0.5006541452935297,0.48911575581171646,0.3277216455367138,0.3326026459131892,0.3770080825280396,0.28079154147286456,0.3535946291231468,0.4756871846375965,0.5502398076567698,0.38096189127525276,0.5063667330382953,0.5228609447326441,0.3441109558516694,0.4999953308866426,0.5855160585647755,0.5717588245701201,0.5002547633034704,0.39086555764895653,0.47426068660438403,0.40489252948956317
NProlactin signaling pathway,0.3204836904010317,0.32471067165148254,0.2985254337696375,0.2809171939571495,0.2958253205793336,0.25296350563953834,0.3046232560829643,0.31648212789994273,0.3982872815484144,0.3396515621672386,0.3357310742193558,0.31310433009781463,0.3402658867771892,0.3206864771409839,0.4601986958987521,0.37822417903553,0.42970170063547986,0.2860024682226391,0.23046728210780526,0.3596699714938771
NProstate cancer,0.3733607204419091,0.4323103419999193,0.39952618802695894,0.37824625118311794,0.4307394764675387,0.35879581581863085,0.40806692734572164,0.34417280619829566,0.44755888336791416,0.35874026081682725,0.35656934723432654,0.37253038729658444,0.34858222715042253,0.37214377219833084,0.42816985813520964,0.3778652652648939,0.3705935638264595,0.3649837228239035,0.3181968827153308,0.40711856973834315
NProtein processing in endoplasmic reticulum,0.4237190790716964,0.39681852337143025,0.35330512982586415,0.3626242021865633,0.4462733400103305,0.3829526017898792,0.3969008750222056,0.46491478732958785,0.4871381807886562,0.44785501351336804,0.5059278986222805,0.45777120254622433,0.4103892620594317,0.39404109120267994,0.47566203378353417,0.5154412608993559,0.428238378077838,0.28952554114971935,0.43762454276069634,0.4061065168655921
NRIG-I-like receptor signaling pathway,0.41758348287243174,0.4386136518742537,0.4795196297188259,0.4656815465652275,0.3950477064851261,0.4686583228273723,0.41892192882668833,0.4428249275879768,0.4067359207631359,0.47432521832873686,0.29718354689792076,0.4403608156419711,0.4485938471889685,0.44599650684405734,0.45386891254693235,0.5238252762305129,0.47627849749348916,0.31252629245082064,0.34686126547402557,0.42452574001941873
NRas signaling pathway,0.35041185797832164,0.2817830101186311,0.4058881325308531,0.31993146808634715,0.2630528871169704,0.3314468241861884,0.3464792527569343,0.38567217739734555,0.39397561685696175,0.3011756766141171,0.331612721224492,0.356837891002451,0.3754620052254011,0.3203683839167947,0.3544028947314302,0.37241430159641603,0.35157585338732533,0.2295853634845051,0.262737831048311,0.38601443970884947
NRenal cell carcinoma,0.472800086419301,0.3483189637179835,0.2895916580024895,0.3611383577962778,0.39913932370552174,0.32507711113161675,0.2456460895842226,0.34630809383921723,0.5374226532222002,0.3144326853349293,0.5672491337873904,0.34621032484004266,0.37291593143051827,0.36475842453475094,0.38235144874042315,0.5531516495170644,0.40537636935643756,0.3902939538101312,0.5020434978496261,0.44134883871534586
NRenin secretion,0.35396603261420245,0.3512222613832794,0.36328071991759725,0.35981956342928556,0.32819620892652507,0.360391541610509,0.368339355563885,0.3166796828144456,0.33172785702632407,0.34529236076042424,0.36422732956962767,0.3722504720950704,0.34341072196822553,0.3526123941720153,0.3826489063030653,0.3693452161876121,0.3445704331357382,0.3588153313268323,0.33401940719299344,0.3409816469881134
NRenin-angiotensin system,0.4821615413950903,0.4694501096151183,0.4106334787782844,0.49237620648661773,0.41868346438111487,0.42724664963595166,0.4352236344934119,0.426776973819951,0.4845973072192849,0.396356304319951,0.48829049664608193,0.44310302425611486,0.42102442404191526,0.4113278935477815,0.4113132969723285,0.44506077811816175,0.416082051624257,0.3898397529377486,0.4696984198475786,0.46097063688245105
NSalmonella infection,0.3917313224041922,0.3059610636972259,0.40976235705620007,0.33380548317978026,0.3151319103265499,0.33394641992764945,0.349021903341115,0.434123820701277,0.420903865444314,0.33439185541209887,0.4157276877850744,0.38177954515944745,0.3458793462153999,0.3165465051657168,0.35026138397209705,0.461104630994546,0.2858715814042388,0.20062605044825105,0.3055954643907707,0.4399949313372501
NShigellosis,0.4160261474005482,0.3423061201077109,0.37910166131283796,0.3350047157074345,0.31326612023866607,0.3181492412743238,0.3817991493393593,0.41868398606934193,0.4461379157343876,0.37872861019814147,0.41901106582356623,0.40969681482304504,0.37559983928123303,0.32874181981640577,0.38569835845849004,0.48363473196047546,0.35003924363772326,0.26074304972030116,0.3400410809751032,0.43734335805735414
NSmall cell lung cancer,0.4063888413642717,0.46021897522178645,0.2680962677493925,0.3899250925696503,0.3122850505803586,0.3223952240135378,0.3467586413336472,0.4152013927505618,0.4497306431251298,0.3766162057234701,0.40055616033867786,0.3702287113486998,0.28175680098089284,0.3464759630758265,0.4182036688964417,0.4606844962247465,0.4752123875064911,0.3321228743675862,0.34763121282252113,0.4209786269117041
NSpinocerebellar ataxia,0.46091536898646057,0.378848356302693,0.44985277582023886,0.4923899382451236,0.4616654858110638,0.4645231875973837,0.509598495597785,0.5243801252912855,0.43443421014907746,0.44383815507777014,0.5530892303282896,0.457002710025248,0.41322894274765615,0.3489631455645714,0.47350055229989463,0.47328661796725185,0.33382314000950464,0.34740197068982953,0.426501968299515,0.46003617919315254
NT cell receptor signaling pathway,0.3958752481988138,0.4603623761019126,0.4411664257594918,0.34221747654454887,0.37916372095165013,0.39119524804525463,0.38127502928956786,0.4327880805814067,0.4767521645952398,0.38689189320713163,0.29397281885557186,0.3957318953777517,0.4872514461632539,0.43446371924170923,0.4616510301437848,0.3833708717518003,0.5196183134423723,0.41637578480366955,0.3496300365642151,0.4870173913503749
NTGF-beta signaling pathway,0.4101637532549768,0.41922941068814723,0.47212434417352,0.41034414248528983,0.40687981106932486,0.4606284526645117,0.4002142148973273,0.4822208439324339,0.4793345348217696,0.5185990924952656,0.43953942844257526,0.5118348085270041,0.4679706056413916,0.45900758802863606,0.43677036134729996,0.47217481977424935,0.43862718936648665,0.43968927214945747,0.4108443236850689,0.4522127013447649
NTNF signaling pathway,0.41786956857777763,0.47596044146609334,0.4940351545004705,0.4044185499471737,0.4282448854855477,0.3466216851088745,0.3830448098524372,0.41912933735541447,0.4968547082481865,0.396579594316692,0.4235263191920673,0.39051967160118145,0.4225829916116296,0.3632235601187608,0.5039350833004863,0.47917845494916633,0.39082573877898247,0.29244890783041866,0.26561365630129263,0.39534501912076137
NThermogenesis,0.3273196353786256,0.35911917284284434,0.3835206144340393,0.300987626928799,0.34705272295045364,0.3441840564077905,0.3364170294799885,0.3739140284611433,0.42437990137100684,0.395965704949321,0.3504711190202758,0.3923847612955012,0.3501043578584316,0.3877216348627146,0.4241527276283014,0.39304617202785475,0.435725733180913,0.32136580037092144,0.33124421193005626,0.40744450738674876
NThyroid cancer,0.3297009458493158,0.30825074899512794,0.2724769643671065,0.3780397635337194,0.3001928661399017,0.244152815065476,0.3031513292083624,0.3723236612989558,0.3852497180921616,0.3820002330557986,0.4506438224308356,0.4303488654692451,0.3103142918926204,0.44974129143447816,0.3598071189815146,0.4054427815523932,0.4167364684224243,0.23067681116619818,0.22410657605236284,0.3245558058119381
NThyroid hormone signaling pathway,0.29343674466899544,0.37141262720098445,0.3184071141773775,0.33604208426289284,0.33533195622259643,0.28747152396013026,0.3059327912357607,0.3164290762665562,0.39769703082685254,0.341817462131086,0.37126452811599037,0.35970912169202796,0.30851384162857554,0.34701755419578284,0.36385575055772845,0.3731121332220195,0.35526893135160725,0.33548251773016585,0.32434107183016103,0.397471167574487
NThyroid hormone synthesis,0.19934691803340152,0.134382914565518,0.21898398315031875,0.17031146681491374,0.1707466854909679,0.17691635026388636,0.2033878544785567,0.20312545700108406,0.18728313113719142,0.17730927916735817,0.198599698848421,0.2421955811899272,0.19141507063255944,0.17940540813952185,0.21515496382981222,0.17685393257404514,0.23093153778904738,0.19239046018905817,0.1727112077098284,0.204120628668889
NTight junction,0.45954462726678325,0.38490564181660847,0.40128998917205055,0.3778381266497313,0.3923931025193759,0.41902415721690073,0.4507880266072459,0.424291445286205,0.4224855013708745,0.4236053749902121,0.40884377882988243,0.39896389885003136,0.43108937505776457,0.40466817403058664,0.43082428706304693,0.41876309807725254,0.4161262155122084,0.40084215682145213,0.3547051154709653,0.4579722092924927
NToll-like receptor signaling pathway,0.3698454181296922,0.352271048081006,0.5294380768612443,0.4572025743333133,0.4955918785786549,0.40761054429294097,0.48314426606150684,0.46992311993327146,0.46477309225858165,0.40538477529573747,0.39471130636463003,0.409255284927223,0.4737195729521612,0.39212920476664304,0.38237416472153224,0.5738430151807377,0.39128318817345964,0.21694738651475606,0.3142597851678783,0.44181775598109874
NVasopressin-regulated water reabsorption,0.3118182977336536,0.2465542625990739,0.362017080541251,0.27281330512411406,0.24247967651243715,0.26223624813154295,0.3483593296390074,0.17412678002862497,0.24530454230645268,0.23822788678104984,0.28741718676997074,0.2843567383550015,0.291160741671604,0.2939527970835298,0.28060516513002903,0.20046897940653996,0.34236253754968204,0.28302243814073547,0.2795672267270763,0.24540443244801607
NVitamin digestion and absorption,0.35805961455555557,0.3386853848888889,0.3465852928888889,0.4295640337777778,0.3749588421111112,0.4253030255555556,0.40481908499999997,0.39007206355555557,0.4126244104444444,0.38181625488888893,0.3557622091111111,0.39007206355555557,0.3821579984444444,0.38543037511111106,0.37069783388888894,0.33444436011111106,0.3557622091111111,0.3356577481111111,0.3039779481111111,0.35059337288888887
NWnt signaling pathway,0.3725936299265684,0.4164662981025208,0.39998703670929336,0.3618998288450791,0.350226885028407,0.3747334270330769,0.3422414388009182,0.35060851697902523,0.4446764760040646,0.40346090583191574,0.38269450821811885,0.4104690402752867,0.42990924741892356,0.445102811191286,0.4601647050225958,0.4400763331903935,0.4091043151753739,0.3700111390390848,0.39670652116044264,0.39523547727962316
NYersinia infection,0.37498620762742924,0.34149061713186324,0.36660140232047284,0.26076782140163257,0.3064932386747132,0.30062278147886384,0.34623123965654184,0.37215441269855165,0.39165329236510754,0.24974331651746787,0.36269035594089066,0.2945625391105386,0.3205409162533039,0.28811913250750143,0.3848900132362666,0.43872207115545536,0.3813543248546119,0.21123716099518625,0.26817216447835496,0.47356698060496677
Natural killer cell mediated cytotoxicity,0.3948882938925378,0.3323410867349455,0.581786089064737,0.2619987852875416,0.3124962331784539,0.41427947850354596,0.5524920773864826,0.4237165019177701,0.41008107504972247,0.4077480702344817,0.4633714658047969,0.4282433678579836,0.39841212088873273,0.3344891139100891,0.37979856632714015,0.46309658536400966,0.38187705782125014,0.23541613548975027,0.29142634527338873,0.5079289074610537
NcAMP signaling pathway,0.32630196327455374,0.27376895801243323,0.3267048923671521,0.2727222508804891,0.2755119152971751,0.3112588917646548,0.2887392511702129,0.2850447610349484,0.29246061405247314,0.2718574979800107,0.2690458336922013,0.3246777503740605,0.2913018620276408,0.3177438277625632,0.33521449608304904,0.2817475518813436,0.33192084708331726,0.2992780767948464,0.32448929219514694,0.3250008960798044
Neomycin kanamycin and gentamicin biosynthesis,0.4315129950839811,0.2639020733620478,0.1982267135742488,0.40822246099438775,0.5073894455879732,0.26686064397759796,0.1753708627334986,0.28366293189176184,0.20082016116563856,0.34437502924304486,0.3647762072003127,0.22997219832891494,0.23226361980115123,0.3173324841427681,0.2223962337702486,0.32100715463369733,0.343838260996802,0.31751729510607785,0.354001862811841,0.18111517101131303
Neuroactive ligand-receptor interaction,0.22925667736387528,0.20835525320985035,0.21218714977213834,0.21280803389094646,0.22932299946801224,0.2188648398896752,0.2189591765789385,0.21791345775364668,0.2211035360633632,0.21827154546853914,0.23187466906473772,0.2119251620583833,0.20595911157441782,0.20707693407532024,0.22516373021830408,0.21904695053172316,0.2156452164909545,0.2304838413715698,0.21696961312007043,0.20055256274531896
Neurotrophin signaling pathway,0.48889292291989467,0.43780427758702267,0.46841247465964553,0.4381344058933442,0.46978948649527225,0.4480593070670416,0.40275407710973404,0.4618614788906984,0.47479335657871874,0.46772989622309796,0.4638818978827545,0.4641766270512385,0.44411832912719795,0.45509039943725216,0.4773429272401671,0.5268664370018541,0.41279972817195254,0.4085795160201087,0.43260150051159796,0.49248136105930296
Neutrophil extracellular trap formation,0.3893175204465951,0.2563366269988223,0.2729964922794663,0.29715679315086746,0.2587526545684626,0.3252271359333085,0.3525362693255945,0.34393606857468895,0.39499793152511853,0.28136133332763097,0.3972083339667328,0.3285127642348793,0.27210013321691584,0.17717120753702886,0.2900726871185338,0.43607297919248644,0.25809196914400423,0.15876501357475073,0.24472751388414699,0.31551601719461086
Nicotine addiction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NmTOR signaling pathway,0.3983651610663637,0.38035773832524633,0.362445275076489,0.3486830465725522,0.39895602076985004,0.3624653504936617,0.3529639160564341,0.3727091322322763,0.43969446435479753,0.404649948855656,0.380583676083753,0.3882295081355913,0.36613363114569686,0.39550788350947047,0.4113222691966135,0.4312843002798925,0.4097962127953959,0.3606209877042501,0.39076288462785463,0.41243020381001666
Non-alcoholic fatty liver disease,0.4490875750747287,0.4189030127547785,0.34118433702094664,0.4214249822253518,0.39170076269133525,0.32405540501996866,0.32758827001402147,0.42472098873810166,0.4640986369014532,0.41661172033899696,0.44534340125470345,0.4115634108731973,0.36187967016536365,0.35608725593154983,0.4633873272049112,0.5236015960374384,0.4105618864390064,0.30741853371432265,0.4025314280408018,0.5114766643002429
Olfactory transduction,0.34188522951865935,0.3144982284201583,0.2658855875182569,0.2885656297292563,0.22623546423823485,0.2663090827948477,0.2954148727679869,0.2229615059934201,0.2876682451994271,0.2967028349379222,0.22487572050328472,0.2713245544067416,0.3263073259924915,0.2567022415416979,0.29544802236541784,0.22919770992351868,0.28965209266141895,0.23242811275284198,0.31865316959866596,0.30220366917069946
Oocyte meiosis,0.5424502897121372,0.5675594618377163,0.5641979181413339,0.5835044976265717,0.6011290638566386,0.5463784881967214,0.5393605674045552,0.5697262825569968,0.5599396558603087,0.5576603031898136,0.5912719249778908,0.5529657118071414,0.5704430619864131,0.5562622190128477,0.5582821559271031,0.5703815294423601,0.5286355470038921,0.5352205895813205,0.5430121705139751,0.5364098551482018
Osteoclast differentiation,0.4199714471506803,0.4081741168112822,0.4167356274797722,0.3989723964020215,0.4106944083359028,0.36946083925546575,0.40926701981381386,0.38232955669380103,0.441118070948955,0.3495687072285157,0.368179136353347,0.370771298349206,0.3743417799337559,0.3419264739970735,0.39761368513179274,0.43786585140512596,0.370206093332798,0.3182650159212793,0.3332921327110107,0.42728374766487814
Ovarian steroidogenesis,0.26850569211034,0.2493955405381351,0.3518847192425717,0.2124492988381537,0.26542778199895317,0.3099907088545806,0.2973507953441149,0.3060197814797129,0.27311823841726796,0.2517029300507515,0.2910231494124268,0.24794324627707617,0.25123505685978725,0.28667736375073366,0.356147767372599,0.223157477091308,0.34674671299591153,0.297926588410274,0.29771909374708383,0.2438099112944738
Oxytocin signaling pathway,0.26173123565873607,0.32964410788863135,0.3086061202568406,0.3538738247260967,0.3210894143600478,0.2569981909821617,0.3301511629756858,0.32829002708473104,0.3391557347221661,0.23179809954622616,0.3755125571813627,0.35092114697829685,0.2677629396677643,0.18522889685562346,0.289282487453923,0.3766472624426335,0.2774608072329026,0.218051594368537,0.23587338497878993,0.38101094558777454
PD-L1 expression and PD-1 checkpoint pathway in cancer,0.3435862187146398,0.39615549792303517,0.39186381909616397,0.33001614717565797,0.3659347551921429,0.3543459307409152,0.38516206622036464,0.3478957714070071,0.4300547309952895,0.3817047301089612,0.38558894752007167,0.32696530789623673,0.38680468946804375,0.359235469742754,0.40457513137280265,0.4197979510695921,0.40808205658228625,0.34335024037646883,0.3364155064730013,0.44604005492600224
PPAR signaling pathway,0.01997575582085803,0.0490943908430724,0.22642140968668226,0.07871480362628448,0.09524567929034689,0.02615490859236736,0.1853411039322521,0.11444218094538441,0.023434423368209892,0.04485676676860339,0.023072793707577924,0.10012271474743165,0.1336096140085787,0.0004745973511274181,0.04347002992574903,0.055810816359400654,0.013100951590085407,0.0011806343827624858,0.010858729726709988,0.007857412066010738
Pancreatic secretion,0.15679083749882394,0.13050843279933236,0.23599000562504174,0.14235930580721445,0.10708981447277209,0.1567537073906069,0.21995356508591132,0.1617461118788641,0.16795163733677043,0.1873066718630487,0.2773378989051532,0.21474255942618695,0.18872496015225437,0.1577491497228946,0.1811481224628421,0.22149188230247238,0.2149369636740844,0.1534411506362492,0.12673553338757654,0.20298025242743914
Pertussis,0.4276178596441608,0.28791178316048566,0.2985968619048566,0.3171378168655548,0.32042442347395445,0.3154523407670586,0.430472397659903,0.37241515309027,0.40036192835883827,0.3091508657041526,0.5176286928361807,0.32920687993102254,0.3134153684130205,0.26382227037994566,0.3632346114543191,0.5234215535707214,0.3583923716248572,0.18269333013613198,0.4087443743487003,0.5106848614547872
Phosphatidylinositol signaling system,0.2243553260833811,0.17113238712978127,0.24466991663140178,0.1437587015482708,0.18162847960017306,0.14342382605569015,0.18604062405259936,0.24857958308561984,0.21111590570270508,0.2822087745119997,0.29058207170932066,0.33174234616774984,0.2922526569992207,0.23245709429515218,0.21475883693262718,0.23756228881028318,0.25259172818552356,0.21552874163417568,0.26045479504450125,0.2408567235749531
Phospholipase D signaling pathway,0.3008062416807285,0.23736746271186185,0.2860676117287437,0.22714195729635644,0.21306118868539303,0.2252707614676016,0.22739377712410264,0.2373911442569811,0.3193853189510568,0.23087723524560283,0.3014130311951334,0.25784653217300674,0.20334501042968176,0.18669436772442932,0.2817540352178101,0.3096436254625088,0.2626299901105132,0.19597860174815565,0.2213335353750158,0.27429885605528687
Phosphonate and phosphinate metabolism,0.3761118829146164,0.44884701669233734,0.42985891728610215,0.5283199590120113,0.5052492774704115,0.46360205841036917,0.5780902070455768,0.18249661269233736,0.23824181269233735,0.4539139457535774,0.3831104847535774,0.3944191337074223,0.4166769755957094,0.2559863829168915,0.3140585755971874,0.5454678740455767,0.4519088535111705,0.5504975827324451,0.2753779558401753,0.2738617737074223
Phototransduction,0.41392009277739056,0.407510873949234,0.42827417326819006,0.44347691009610235,0.3979050758581064,0.40783552533312595,0.41088590726807384,0.40387143433139305,0.3943619328786523,0.42580091646581897,0.4140110262447224,0.4148438663103759,0.39109754602037344,0.39799873987671675,0.37410777637775755,0.41064075775935505,0.4135259642791375,0.3865067948964452,0.38646400686093674,0.410025048108678
Platelet activation,0.37827069339026764,0.24336991736401034,0.3632042538012719,0.2816310721877515,0.2925413761033234,0.33471411044865473,0.33402131029467724,0.337941403164021,0.39104734053602774,0.32382824553975126,0.36977916718998366,0.36951441557731135,0.3262944215461238,0.2915326156933829,0.3530902461851235,0.4108340601966545,0.2892320973604341,0.23801214541396362,0.28520048763271033,0.33496915725000703
Platinum drug resistance,0.41818611231426056,0.49281294381287966,0.5930868500476878,0.4973214255632638,0.4284418428541872,0.4808877138097315,0.38738898974098124,0.6074266327774661,0.5245628186592072,0.6223017462321891,0.5275335411601433,0.5468759055899525,0.44329423933048295,0.5611407987330888,0.5321277255652392,0.5484550887004664,0.4998614985257886,0.3986416069653714,0.38333916400598284,0.4307319316038629
Progesterone-mediated oocyte maturation,0.42154353293613356,0.45148337310946596,0.41886505057915524,0.4794978565197244,0.45051514358763034,0.4213845721496204,0.41253500764185397,0.4686426025343116,0.42893058646072946,0.44795005927484877,0.46655854601071295,0.4294062858775193,0.4568962790166599,0.4606335131319235,0.4870856730656353,0.48020847428044583,0.46145193658550177,0.39972018072165516,0.46157700227481296,0.45276900120409713
Protein digestion and absorption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proteoglycans in cancer,0.44179974212411655,0.414861549807075,0.3787607267907038,0.36824162076251976,0.3830638553895303,0.37250208866460865,0.3897230784188199,0.39542676601318816,0.48422603453734486,0.40511958449640106,0.48281710997716226,0.44828328542343837,0.42618826292537265,0.3921766617646152,0.45087689355947513,0.4739994756883717,0.4114681086089884,0.3762913186691706,0.4140310053658996,0.4916601125714707
Proximal tubule bicarbonate reclamation,0.08828067144536615,0.055902052177976835,0.6465414446572473,0.03369742319576495,0.4094009607096919,0.3276778082151223,0.5630526427704273,0.615083896588513,0.4566234150696494,0.4297447616071546,0.15673035977042732,0.5668470731729366,0.6465414446572473,0.4528627519391344,0.3790671905044599,0.5425476930044599,0.6483106222684144,0.265057291695765,0.270732675738998,0.42427724331500033
RNA degradation,0.0984386816484599,0.13009163585085365,0.23246099790091249,0.1646136234076097,0.2314801893290476,0.23217292772472375,0.07638501639470681,0.03554915467202953,0.04504146327292834,0.21501273229304219,0.11955646582492285,0.2315185923217876,0.2175029034659639,0.1413727785495887,0.09512519644975218,0.014728800469542776,0.13885801564626954,0.12852388204362597,0.02949615116891428,0.06779965272416742
Rap1 signaling pathway,0.335508504937761,0.26411022082313884,0.37156616261909553,0.25633705408772844,0.247453954053176,0.27119630727329436,0.24497534254797246,0.3132218083437618,0.3297300250149581,0.2881109956379916,0.2995852769810453,0.3700053044055734,0.3829323180251442,0.35152747581568977,0.387254766539809,0.3489469939439976,0.4203999176102555,0.32011872890936954,0.30979582731815164,0.42630173317694225
Regulation of actin cytoskeleton,0.36463395824734485,0.3181955866305803,0.3838367117335581,0.30984687368326524,0.31948809488731117,0.3397878642116707,0.3310839506341484,0.4214973467319654,0.3874919509629157,0.38167822607287955,0.4313282075383115,0.41946120045958063,0.39954186503793354,0.3513468438646205,0.38895498343123724,0.42456613692300654,0.3400972116332931,0.2875160969172084,0.3284612519793122,0.4145139826499701
Regulation of lipolysis in adipocytes,0.3256513593817122,0.3296105878129558,0.3439903706994836,0.36296947035600224,0.3322841817195431,0.32018961632484244,0.32249576426487836,0.3191718798268922,0.3449746707540148,0.2885904617636124,0.3375558705494647,0.28126127394926753,0.33125622309936575,0.3624971016682361,0.3481531258746573,0.37267912785083135,0.34672775535632505,0.3272513530992517,0.29327281371307573,0.3268048413020644
Relaxin signaling pathway,0.32668171571350074,0.3695161314722963,0.3640497307261435,0.33056416485278073,0.343098451116644,0.32285621767385697,0.35586284628039555,0.3656967187490827,0.40787237009961486,0.36222786163297843,0.37341359899435195,0.3353400353439018,0.339641847124482,0.34221362901031815,0.39574290741572027,0.397687709350148,0.4162260561178292,0.33784685396766195,0.3269503824147754,0.39752705772409463
Retinol metabolism,0.29174942441635227,0.3459455673214469,0.32302958470669,0.3075219093287701,0.30173393823774647,0.31533551526888337,0.34624742728485597,0.35468721249053947,0.33966378867492397,0.29829198872833773,0.4087264532858901,0.32497153920150623,0.3094948005185572,0.2784841160803178,0.28015055984463716,0.3168427129490973,0.29345712765337434,0.29321921423794745,0.3115341370840859,0.33088062360604303
Retrograde endocannabinoid signaling,0.2830972938800088,0.27017099232433495,0.2759918941379374,0.2729342884294752,0.24992156609957766,0.2597123972559019,0.2852326006487926,0.27741350103610857,0.28378040186381215,0.2755940633498751,0.29571099441858906,0.30403420181144053,0.2616612231797898,0.2401295956478095,0.2708382505173113,0.3044938628802754,0.25782543756132514,0.26759267449799673,0.24713113312522247,0.2812758263833669
Rheumatoid arthritis,0.5286580929961568,0.30170349385605005,0.36209424278405605,0.4248356365329539,0.4563041630621592,0.37963481960076007,0.41764961731388395,0.3439863670054067,0.530519231189036,0.2879492221559225,0.6500125017917833,0.3263362153143018,0.2746020736381743,0.22616945944967054,0.44520465055985997,0.6041570273443265,0.3578744726944033,0.24068406252832392,0.3651751090443779,0.3792521525175518
SNARE interactions in vesicular transport,0.28471951197144785,0.22457986988948786,0.6524981711221146,0.19835423391658624,0.19150303713244235,0.36107057881965693,0.5878905355087057,0.3975139189358488,0.3412456849248109,0.4168797846336089,0.35822854958157296,0.6213134162166855,0.4719462503729181,0.44765318712672525,0.3370276385096042,0.4691044134809718,0.5385349848040826,0.25662577170353534,0.5617568247103768,0.6325501845488358
Salivary secretion,0.11627365132099833,0.09919409935228274,0.18325718866248697,0.10717870216660538,0.10636308091044422,0.136186265247092,0.15899632831026073,0.14486180796451367,0.13957677747405428,0.14481203904065984,0.19334762896636476,0.15866131887925786,0.12611699979108879,0.12257146201432496,0.15467507396351937,0.15811485449479099,0.14846005584258154,0.12132791510290915,0.10106617008815579,0.14404109847167837
Selenocompound metabolism,0.17041467615738212,0.2261269978926294,0.2358553883555748,0.1747790572543524,0.20567755492323905,0.2151269511131026,0.18819788314668215,0.22752921223837383,0.22495681046795732,0.2785851986816355,0.12655446196623626,0.33538516395119494,0.3494926466669453,0.27221568608033786,0.2808264919182519,0.30910967684354007,0.3627279217530734,0.3215399244071064,0.2838653233987638,0.31673984875812716
Serotonergic synapse,0.21028371052582093,0.23262177600121778,0.26705351847889325,0.2323560531429222,0.18733051892624647,0.1870133689674194,0.25935531417603397,0.24743707534987588,0.269363456098675,0.23894635418993335,0.26953698132020204,0.24013541705681157,0.19947142668063172,0.18720552808744392,0.2898784741438763,0.271182047331494,0.2534436816862776,0.20602114815532868,0.18838813504502036,0.2792558598445165
